x	y
0.046	0.685
0.092	0.685
0.213	0.685
0.425	0.685
0.547	0.685
0.577	0.685
0.638	0.685
0.652	0.685
0.743	0.685
0.804	0.685
0.834	0.685
0.864	0.685
0.910	0.685
0.987	0.685
1.017	0.685
1.259	0.685
1.503	1.556
1.624	1.595
1.806	3.273
2.701	13.571
3.596	18.148
4.507	21.580
5.508	26.729
6.524	30.734
7.056	30.734
7.571	30.162
8.133	29.018
