x	y
0.262	1.033
0.332	14.423
0.472	45.080
0.752	65.871
0.961	71.509
1.241	72.566
1.451	70.804
1.731	67.985
1.941	65.518
2.221	61.642
2.500	58.823
2.710	56.356
2.920	54.595
3.200	50.014
3.410	48.252
3.690	46.137
3.969	44.023
4.249	42.614
4.949	39.442
5.648	36.623
6.348	34.157
7.117	32.395
7.817	30.633
8.586	29.223
9.286	27.814
10.055	26.757
10.755	26.052
11.524	24.995
12.224	23.938
12.993	23.585
13.693	22.881
14.463	22.176
15.232	21.823
15.932	21.471
16.631	21.119
17.401	20.766
18.100	20.062
18.870	19.709
19.569	19.004
20.339	19.004
21.108	18.652
21.808	18.300
22.507	18.300
23.277	17.947
23.906	17.595
24.746	17.242
25.445	16.890
26.145	16.538
26.959	16.479
27.614	16.185
28.383	16.185
29.153	15.833
29.992	15.833
30.622	15.833
31.321	15.481
32.021	15.128
