0.126	23.2898
0.27	29.9948
0.398	36.7274
0.59	41.2554
0.718	45.7705
0.974	52.9901
1.294	60.3791
1.678	66.3651
2.094	71.3898
2.35	73.058
2.797	74.9989
3.149	75.6455
3.501	76.378
3.917	76.4196
4.365	75.917
4.845	74.9003
5.197	74.2894
6.156	72.1794
7.532	68.3606
8.875	64.7968
10.187	61.207
11.562	58.2333
12.842	55.3284
14.217	52.684
15.561	50.3167
16.904	48.2
