x	y
0.089	8.718
0.188	16.988
0.338	25.258
0.587	37.072
1.684	86.692
2.781	118.500
3.928	142.300
5.075	157.900
6.172	168.000
7.319	175.600
8.476	178.595
9.663	178.000
10.710	176.900
11.857	175.600
13.004	171.300
14.101	169.100
15.248	164.800
16.345	162.200
17.492	157.100
18.639	151.000
19.836	146.800
