3.457	164.354
3.8	169.399
4.131	175.369
4.475	181.104
4.7495	182.506
5.115	182.709
5.377	181.529
5.784	179.976
6.068	178.946
6.399	177.564
6.729	176.286
7.013	173.935
7.391	169.45
7.674	167.38
8.052	162.907
8.335	160.612
8.666	158.321
8.997	154.45
9.328	152.096
9.658	148.641
9.989	147.486
10.32	145.283
10.603	143.915
10.981	142.215
11.264	140.694
11.595	137.112
11.926	135.458
12.257	133.468
12.587	131.896
12.918	130.824
13.249	128.526
13.532	127.566
13.91	126.021
14.241	124.68
14.524	123.254
14.855	122.983
15.186	121.829
15.516	121.111
15.847	120.294
16.178	119.635
16.508	119.515
16.839	118.47
17.17	117.43
17.453	116.79
17.784	115.855
18.115	113.74
18.445	112.805
18.776	112.169
19.107	111.386
19.437	110.602
19.721	109.82
20.099	109.194
20.382	108.574
20.76	107.958
21.044	107.512
21.374	106.907
21.705	106.693
22.036	106.481
22.366	106.097
22.697	105.714
23.028	105.125
23.311	104.744
23.689	103.804
23.973	103.221
24.303	103.022
24.634	102.282
24.965	101.704
25.295	101.143
25.626	100.764
25.957	99.6418
26.288	99.2628
26.618	99.0674
26.902	97.9442
27.232	97.5659
27.563	97.0043
27.894	96.6259
28.224	96.247
28.555	95.8694
28.886	95.1249
29.217	94.5633
29.547	93.8061
29.831	93.2446
30.161	92.8661
30.492	92.488
30.823	92.3056
31.154	91.564
31.484	91.7441
