2.853	240.126
3.474	237.428
4.095	236.321
4.717	233.184
5.294	229.948
5.915	223.359
6.53633	217.137
7.158	212.18
7.779	208.009
8.356	204.711
8.97733	199.878
9.599	196.276
10.176	193.523
10.842	190.058
11.419	187.854
12.04	184.418
12.661	180.215
13.283	176.993
13.904	174.797
14.4663	172.675
15.102	171.821
15.724	170.718
16.301	170.147
16.922	169.274
17.588	168.053
18.165	167.197
18.786	167.03
19.408	166.571
20.029	167.027
20.65	165.018
21.227	161.998
21.849	159.8
22.47	158.114
23.092	156.176
23.713	155.649
24.112	155.125
