3.457	183.72	192.005	35240.5	10.884	164.354
3.8	189.359	200.926	42074.7	9.94	169.399
4.131	196.033	207.232	47214.2	8.759	175.369
4.475	202.444	211.716	51726.3	8.127	181.104
4.7495	204.01	213.605	55558.4	7.499	182.506
5.115	204.237	214.501	60480.9	5.762	182.709
5.377	202.918	213.771	63950.7	5.231	181.529
5.784	201.183	213.958	68662.7	5.044	179.976
6.068	200.031	214.799	71610.5	4.203	178.946
6.399	198.486	216.06	74730.8	4.203	177.564
6.729	197.058	216.06	77611.3	3.783	176.286
7.013	194.43	214.799	80464.7	3.783	173.935
7.391	189.416	212.697	84672.5	4.203	169.45
7.674	187.103	211.436	87176.9	4.203	167.38
8.052	182.102	208.073	91326.1	4.624	162.907
8.335	179.536	205.13	93741.8	5.465	160.612
8.666	176.976	201.347	96396.4	5.465	158.321
8.997	172.649	199.245	99927.9	5.465	154.45
9.328	170.018	200.926	102584	5.045	152.096
9.658	166.156	200.926	106010	5.045	148.641
9.989	164.864	200.926	107724	5.045	147.486
10.32	162.402	202.608	110280	5.044	145.283
10.603	160.873	204.289	112067	8.408	143.915
10.981	158.972	207.232	114260	4.624	142.215
11.264	157.272	206.812	116159	3.362	140.694
11.595	153.268	205.55	119846	4.204	137.112
11.926	151.419	204.289	122023	4.624	135.458
12.257	149.194	204.289	124521	4.204	133.468
12.587	147.438	203.028	126572	5.465	131.896
12.918	146.239	202.608	128230	5.465	130.824
13.249	143.671	202.187	131041	5.465	128.526
13.532	142.597	201.347	132521	5.885	127.566
13.91	140.87	200.926	134778	5.886	126.021
14.241	139.371	200.506	136685	5.885	124.68
14.524	137.777	200.506	138708	5.885	123.254
14.855	137.474	200.086	139506	6.726	122.983
15.186	136.184	200.086	141239	7.146	121.829
15.516	135.381	200.506	142537	6.726	121.111
15.847	134.468	200.506	143879	6.306	120.294
16.178	133.731	200.086	145104	6.305	119.635
16.508	133.598	200.086	145655	6.305	119.515
16.839	132.429	200.086	147273	5.885	118.47
17.17	131.267	199.665	148959	5.885	117.43
17.453	130.551	198.825	150096	6.305	116.79
17.784	129.506	197.563	151613	6.306	115.855
18.115	127.142	195.882	154781	5.885	113.74
18.445	126.097	194.621	156349	5.465	112.805
18.776	125.386	193.36	157569	5.044	112.169
19.107	124.51	192.099	159004	5.044	111.386
19.437	123.635	191.678	160388	4.624	110.602
19.721	122.76	190.417	161794	5.045	109.82
20.099	122.06	190.417	163008	5.465	109.194
20.382	121.368	190.417	164186	5.885	108.574
20.76	120.678	189.576	165449	5.465	107.958
21.044	120.18	188.315	166317	8.408	107.512
21.374	119.504	188.736	167524	6.305	106.907
21.705	119.264	188.736	168118	6.726	106.693
22.036	119.027	189.156	168654	7.146	106.481
22.366	118.598	189.997	169509	6.726	106.097
22.697	118.171	190.838	170308	6.725	105.714
23.028	117.512	190.838	171494	6.725	105.125
23.311	117.086	190.838	172307	6.725	104.744
23.689	116.035	190.417	174069	6.306	103.804
23.973	115.383	190.417	175237	5.885	103.221
24.303	115.162	190.417	175776	5.045	103.022
24.634	114.334	190.417	177214	5.045	102.282
24.965	113.687	189.997	178414	5.465	101.704
25.295	113.061	189.997	179553	5.044	101.143
25.626	112.637	189.576	180418	5.886	100.764
25.957	111.383	187.895	182631	8.407	99.6418
26.288	110.959	187.475	183472	6.305	99.2628
26.618	110.741	187.475	184009	6.305	99.0674
26.902	109.485	187.054	186265	8.408	97.9442
27.232	109.062	186.634	187121	7.987	97.5659
27.563	108.434	184.952	188367	5.886	97.0043
27.894	108.011	185.373	189233	5.885	96.6259
28.224	107.588	185.373	190138	5.885	96.247
28.555	107.166	185.793	191038	5.045	95.8694
28.886	106.333	186.634	192651	5.044	95.1249
29.217	105.706	187.475	193943	4.624	94.5633
29.547	104.859	187.475	195622	4.203	93.8061
29.831	104.232	188.736	196923	4.624	93.2446
30.161	103.809	186.214	197865	5.044	92.8661
30.492	103.386	187.054	198785	5.465	92.488
30.823	103.182	188.315	199313	6.306	92.3056
31.154	102.353	186.634	201055	6.305	91.564
31.484	102.554	180.328	200767	5.886	91.7441
