x	y
0.273	11.938
0.558	43.523
1.341	69.186
1.697	99.784
1.982	126.434
3.192	144.200
4.758	167.889
6.396	179.733
8.033	182.694
9.528	179.733
11.237	174.798
12.803	167.889
14.298	161.967
16.007	155.057
17.644	150.122
19.210	147.161
20.848	133.343
22.414	125.447
23.980	119.524
25.618	113.602
27.184	110.641
28.821	105.706
30.388	101.758
32.025	99.784
